date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:56:13	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:56:13	13276/13276	---M--	200	added ('OK')	font/woff2	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:56:13	16276/16276	---M--	200	added ('OK')	font/woff	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:56:14	33736/33736	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:56:15	23060/23060	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Mar%202023%2009:47:06%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/bg-2.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/bg-2.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-85.css?ver=1683970499)
19:56:15	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:56:15	36394/36394	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20May%202023%2004:29:11%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-88.css?ver=1684124951	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-88fd86.css	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:16	669/669	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:16	93454/93454	---MCZ	200	added ('OK')	application/json	date:Sun,%2009%20Jul%202023%2014:26:14%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/wp/v2/pages/88	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/wp/v2/pages/88.json	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:16	54742/54742	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202023%2007:54:24%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-2.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-2.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-85.css?ver=1683970499)
19:56:16	2521/2521	---M-Z	200	added ('OK')	application/json	date:Sun,%2009%20Jul%202023%2014:26:14%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp1.themevibrant.com%2Fnewwp%2Fbuildnox%2Fhome-page-2%2F	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embeda24d.json	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Jul%202023%2014:26:14%20GMT	https://wp1.themevibrant.com/newwp/buildnox/?p=88	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/index8ed7.html	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:17	2579/2579	---M-Z	200	added ('OK')	text/xml	date:Sun,%2009%20Jul%202023%2014:26:14%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp1.themevibrant.com%2Fnewwp%2Fbuildnox%2Fhome-page-2%2F&format=xml	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed1ca3	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:17	2451/2451	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2010:06:17%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/logo-light2.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/logo-light2.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:18	2556/2556	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Oct%202022%2016:16:00%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/logo.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/logo.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:19	38688/38688	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Mar%202023%2001:06:25%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/banner-2.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/banner-2.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:19	56448/56448	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:26:17%20GMT	https://wp1.themevibrant.com/newwp/buildnox/service/architecture-design-2/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/service/architecture-design-2/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:19	56448/56448	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:26:17%20GMT	https://wp1.themevibrant.com/newwp/buildnox/service/building-renovation-2/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/service/building-renovation-2/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:20	14050/14050	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:36:35%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-3.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-3.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:20	56457/56457	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:26:17%20GMT	https://wp1.themevibrant.com/newwp/buildnox/service/building-construction-2/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/service/building-construction-2/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:20	56436/56436	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:26:18%20GMT	https://wp1.themevibrant.com/newwp/buildnox/service/consulting-service/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/service/consulting-service/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:20	3628/3628	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2009:38:10%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/signature2.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/signature2.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:21	18478/18478	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Mar%202023%2003:34:02%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/team-1.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/team-1.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:22	24334/24334	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Mar%202023%2003:34:03%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/team-2.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/team-2.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:22	24981/24981	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Mar%202023%2003:34:04%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/team-3.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/team-3.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:22	18520/18520	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Mar%202023%2003:34:05%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/team-4.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/team-4.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:22	55936/55936	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Apr%202023%2007:18:37%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/feature-image.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/feature-image.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:22	2244/2244	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Apr%202023%2009:11:15%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/author-5.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/author-5.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:24	998/998	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2001%20Apr%202023%2010:30:09%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/buildnox-plugin/assets/js/faqs-tab.js?ver=1.0.0	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/buildnox-plugin/assets/js/faqs-tab8a54.js	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:24	984953/984953	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Mar%202023%2001:06:42%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-3.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-3.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:24	518/518	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20May%202023%2016:42:51%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/buildnox-plugin/assets/js/funfact-counter.js?ver=1.0.0	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/buildnox-plugin/assets/js/funfact-counter8a54.js	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:24	39382/39382	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20May%202023%2004:29:12%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-90.css?ver=1684124952	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-90ca42.css	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:25	397392/397392	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2005:47:09%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/building.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/building.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-2/)
19:56:25	85263/85263	---MCZ	200	added ('OK')	application/json	date:Sun,%2009%20Jul%202023%2014:26:23%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/wp/v2/pages/90	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/wp/v2/pages/90.json	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:26	2521/2521	---M-Z	200	added ('OK')	application/json	date:Sun,%2009%20Jul%202023%2014:26:23%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp1.themevibrant.com%2Fnewwp%2Fbuildnox%2Fhome-page-3%2F	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed55a9.json	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Jul%202023%2014:26:23%20GMT	https://wp1.themevibrant.com/newwp/buildnox/?p=90	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/indexeffd.html	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:27	2579/2579	---M-Z	200	added ('OK')	text/xml	date:Sun,%2009%20Jul%202023%2014:26:25%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp1.themevibrant.com%2Fnewwp%2Fbuildnox%2Fhome-page-3%2F&format=xml	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed18c6	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:28	1307/1307	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2017:15:52%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-phone2.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-phone2.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:28	28002/28002	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Apr%202023%2019:07:09%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/banner-3.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/banner-3.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:29	556/556	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2002%20Apr%202023%2019:14:30%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/menu.svg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/menu.svg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:30	52588/52588	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2005:19:33%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-5.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-5.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:31	2462/2462	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2006:12:49%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/author-6.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/author-6.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:31	52292/52292	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2005:19:30%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-4.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-4.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:31	2117/2117	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Apr%202023%2006:16:31%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/signature3.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/signature3.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:31	41906/41906	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2007:39:46%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-6.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-6.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:32	663663/663663	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Apr%202023%2019:08:04%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-7.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-7.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:32	142335/142335	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2008:11:50%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-7.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-7.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:32	173074/173074	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20May%202023%2007:17:02%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/05/image-8.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/05/image-8.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:32	45920/45920	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2009:44:56%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-10.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-10.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:33	60152/60152	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:26:30%20GMT	https://wp1.themevibrant.com/newwp/buildnox/project/apartment-construction-2/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/project/apartment-construction-2/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:33	30864/30864	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2009:44:55%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-9.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-9.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:33	1281/1281	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Oct%202022%2016:17:02%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/quote.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/quote.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:34	3191/3191	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2000:02:53%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-6.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-6.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:34	2861/2861	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2000:02:54%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-7.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-7.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:35	2340/2340	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2000:02:54%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-8.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-8.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:35	214635/214635	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Apr%202023%2010:17:03%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/building2.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/building2.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:35	1757/1757	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2000:02:55%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-9.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-9.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:36	3857/3857	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2000:02:55%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-10.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/brand-logo-10.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:36	1051/1051	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20May%202023%2008:27:51%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/buildnox-plugin/assets/js/banner-carousel.js?ver=1.0.0	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/buildnox-plugin/assets/js/banner-carousel8a54.js	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:37	1050/1050	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20May%202023%2009:44:25%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/buildnox-plugin/assets/js/construction-carousel.js?ver=1.0.0	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/buildnox-plugin/assets/js/construction-carousel8a54.js	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
19:56:37	42978/42978	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20May%202023%2004:29:13%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-92.css?ver=1684124953	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-92164f.css	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-4/)
19:56:38	2521/2521	---M-Z	200	added ('OK')	application/json	date:Sun,%2009%20Jul%202023%2014:26:36%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp1.themevibrant.com%2Fnewwp%2Fbuildnox%2Fhome-page-4%2F	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed804e.json	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-4/)
19:56:38	102880/102880	---MCZ	200	added ('OK')	application/json	date:Sun,%2009%20Jul%202023%2014:26:35%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/wp/v2/pages/92	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/wp/v2/pages/92.json	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-4/)
19:56:39	2579/2579	---M-Z	200	added ('OK')	text/xml	date:Sun,%2009%20Jul%202023%2014:26:36%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp1.themevibrant.com%2Fnewwp%2Fbuildnox%2Fhome-page-4%2F&format=xml	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed4cdf	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-4/)
19:56:39	655828/655828	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Apr%202023%2019:08:02%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-4.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/04/image-4.png	(from https://wp1.themevibrant.com/newwp/buildnox/home-page-3/)
